id	text	se_tag
233	Estuvo ocho meses de baja, sin poder andar ni sentarse durante un buen periodo al principio.	expl
234	– El traslado de algunos de los cadáveres no se ha notificado.	se-mark
235	Alessandro, que ha sido localizado ahora en el Albergue Municipal de Málaga por un agente de la policía local, se encontraba desaparecido desde el mismo día del suceso.	expl
236	Algunos de las localidades en las que se han realizado trabajos son Alcocer, Arbeteta, Torremocha del Pinar, Cendejas de Enmedio.	se-mark
237	Se sabe, por ejemplo, que en el año 985 murieron algunos judíos en el asalto de Almanzor a la ciudad condal.	se-mark
238	Lo de llevar equipos completos ya se acabó porque las exigencias de un Mundial son cada vez mayores y las posibilidades de hacer un papel decente son cada vez menores, apunta José María Odriozola, presidente de la Federación Española de Atletismo, preocup	se-mark
239	En mi caso por razones obvias, y en el de Gonzalo porque sus retransmisiones se habían realizado desde Madrid, sin asistir presencialmente a los grandes premios, salvo en contadas ocasiones.	se-mark
240	Por eso se conoce como el té que devora grasa.	se-mark
241	"La pasarela ideada por Vieira, transgresora pero con un toque de elegancia, era la escenografía de un salón racionalista con muebles geométricos donde se armaba la fiesta a golpe de chill-out ocasional y champán	 un atrevido juego de sugerencias en bragas"	se-mark
242	El resultado será un buen estado de forma y salud pero también está indicado para el que busque perder kilos de más, ganar musculatura o prepararse unas oposiciones de bombero o policía.	expl
243	En todo lo expuesto hasta ahora se produce una única excepción.	se-mark
244	Lo último son los baños en piscinas de cervezas tratadas y templadas que se supone producen efectos relajantes.	se-mark
245	Ahora, la muñeca que no se agita, lloriquea, camina, tropieza, despide toda suerte de fluidos y clama por su mamá, ni es muñeca ni es nada.	expl
246	Lástima que no les haya servido de talismán para alzarse con la regata.	expl
247	Con lo que el cliente ha cogido en el autoservicio se desemboca en un mostrador donde los empleados toman nota de la comida y la cobran.	se-mark
248	Jugar a que exploten sentándose encima de ellos.	expl
249	Adrián, el sustituto de Arda Turán, se enredó parsimonioso en un recorte y en un tiro escaso que taponó Lopo.	expl
250	Lo que pasa es que es más fácil meterse con un pueblo de 9.000 habitantes que con una capital.	expl
251	Sentado en la silla de los testigos, Abdelkader ha venido relatando con bastante entereza la tarde aquella de abril en que su hermano lo llamó para despedirse.	expl
252	Carvajal estuvo magistral al cambiarse el balón de pierna y poner un centro medido que fue un caramelito en la testa del luso.	expl
253	El Villarreal jugó con paciencia y precisión en una primera parte en la que, sin embargo, se fundió cada vez que consiguió encarar al meta Galinovic.	expl
254	Zidane fue elegido mejor jugador del torneo y se convirtió en el objeto de deseo de los mejores clubes del Viejo Continente.	expl
255	Su situación económica se agravó en 1998 con el embargo de su circo y especialmente, en octubre de 2000, cuando la Comunidad de Madrid le impuso una multa de más de 2.000 euros por infracción de la Ley de Protección de Animales.	se-mark
256	Sus consejos para alcanzar cotas altas: Entrega total y arrimarse al toro.	se-mark
257	"Pasó a la historia esa idea de que el bocadillo -panino en italiano- es el paradigma de comer cualquier cosa	 desde Pepe Carvalho, el bocadillo puede llegar a convertirse en una de las bellas y gustosas artes."	iobj
258	Con la sala llena a rebosar, la banda del elegante Brett Anderson se vació ante una audiencia entregada, apelando a lo mejor de su ya histórico repertorio.	expl
259	Hoy se ha acabado una etapa y empieza otra.	se-mark
260	Las trufas negras, que para la mitología griega eran los testículos de Adonis enterrados por las furias, se desarrollan en climas mediterráneos de media montaña, entre 700 y 1.300 metros de altitud, con precipitaciones superiores a los 600 milímetros.	expl
261	También es buen momento para agregar más ajo si el salmorejo gusta más fuerte y darle un poco más a la batidora para que se integre bien.	expl
262	Los equipos tienen que asumir una responsabilidad en el desarrollo deportivo de su comunidad y no limitarse, simplemente, a adquirir jugadores, explicó entonces el vicepresidente de la UEFA, Ravn Omdal.	expl
263	"Entre los diferentes actos destacan los desfiles del barrio de Zizkov de Praga, en los que el alcalde se disfraza de oso	 el desfile de máscaras en el escansen -museo al aire libre- de Roznov por Rahostem el 5 de febrero	 degustación de platos típicos de "	obj
264	En su mayoría todos los cocineros que conforman, creo, una retaguardia moderna, (dicho esto sin ninguna connotación peyorativa) iluminados por la Vanguardia, sin duda, pero con el terroir que les llega al tobillo, serían destinados al limbo de la indefini	se-mark
265	Una circunstancia que se agravó por el deshielo desmedido que los expertos achacan al cambio climático.	se-mark
266	El Levante estaba en la misma situación, así que ahora el conjunto coruñés se puede permitir un respiro a la espera de cambiar la dinámica en el inicio del próximo año.	iobj
267	Seguramente sin aquel mitin multitudinario de los jardines del Buen Retiro la cosa hubiese tomado otros derroteros o, al menos, tardado más en solucionarse.	se-mark
268	A los jugadores del Madrid, como la pasada campaña ante el Lyon, se les apreció el vértigo de un posible gatillazo.	se-mark
269	El conquense De la Ossa protagonizó una de las mejores carreras de la temporada al imponerse en el Cross de Haro.	expl
270	Si viniese alguno no estaría mal y me gustaría que se reforzara el equipo aunque se las dificultades de la entidad y lo complicado que está el tema, señaló el técnico, que necesita un defensa y, si acaso, también un delantero.	se-mark
271	"Debido a lo montañoso de su terreno no posee una importante agricultura sino más bien minifundista	 constituyéndose sus pinares y la ganadería como las fuentes de su riqueza."	se-mark
272	Fuera de la competición, en la capital china nadará 70 kilómetros -de Madrid a Toledo- bajo la mirada de Bob Bowman, su entrenador, un fanático de la natación, rechoncho y con aire marcial, al que ayer se le dilataron las pupilas durante la final de los 2	se-mark
273	Desde 1999, cuando el gremio se fijó en su mirada asesina, de superioridad, con la que acongojaba a sus rivales en la Vuelta a España, y le empezó a considerar el primer heredero legítimo del rey Eddy Merckx, El Caníbal, su figura ha estado alejada de la 	expl
274	La clasificación para el torneo copero se apretó aún más por la derrota de Akasvayu ante el Alta Gestión Fuenlabrada (81-75), por la victoria de Caja San Fernando ante Granada (100-104) y, sobre todo, por el pinchazo del Pamesa Valencia en la pista del Br	se-mark
275	Junto al militar y los tres policías puestos el domingo en libertad, Uribe dijo que se autoriza exclusivamente al Comité Internacional de la Cruz Roja y a su apoyo logístico, otorgado por la República del Brasil, para continuar con esta operación, lo cual	se-mark
276	Es decir, se las comen porque les gusta su olor y sabor.	expl
277	Lo que sí me llama la atención es que en estos días se haya aprobado, por fin, el Protocolo de Kioto, con la única ausencia de Estados Unidos.	se-mark
278	Incluso se le da más reconocimiento, más importancia deportiva, al jugador que gana el título.	se-mark
279	El regatista grancanario ha relatado que en la segunda regata se cayó al agua en la salida, y aunque recuperaron posiciones, la falta de acierto en la segunda ceñida condicionó los resultados.	expl
280	El Écija cayó derrotado ante el Ciudad de Murcia en un partido muy importante para los astigitanos en su lucha por meterse en los puestos de liguilla.	iobj
281	Arias, de 93 años, creador de la peluca con la que Carrillo fue detenido en España en 1976, se refiere a él como su segundo padre.	expl
282	"Nadie se va a acordar de quién es el guionista	 hablamos de la película como si fuera del director, y a mi me parece bien, porque antes era de los actores."	expl
283	La reflexión sobre el propio aprendizaje y su representación son un ejercicio de responsabilidad y creatividad que puede estimularse con preguntas cortas, cuestionarios o textos, pero también por medio de representaciones artísticas, dibujos, redacciones,	se-mark
284	El silpancho, comida seca con carne de res empanada y frita, que se acompaña con huevo frito y ensalada cruda de cebolla, tomate y locoto.	se-mark
285	"Arquitectura pseudotradicional y mucha paz	 tanta, que el cuerpo se acorcha."	se-mark
286	"En principio, se debe analizar su colocación antes de la construcción de las distintas capas del pavimento	  en la actualidad cada tipo de anclaje (postes de voleibol, aparatos diversos de gimnasia) funciona con mecanismos diferentes."	se-mark
287	Bullock y Burke iniciaron el festival de canastas blanco que les llevó a distanciarse en el marcador.	expl
288	El profesor alemán coincide con Campbell en que los tejedores flamencos se establecieron en zonas rurales de los condados de Kent y Surrey, y que fue allí, gracias a unos extranjeros, donde nació un deporte que los ingleses consideran una seña de identida	expl
289	Gente moderna, muebles que se venden, precio asequible, buena pizza y equilibrio calidad-precio.	se-mark
290	Por lo tanto, siendo conscientes de que no se trata de una cuestión de raza, lo que sí es fundamental es que sea un ejemplar de instintos equilibrados.	se-mark
291	Aun así, vive pendiente de que se lesione alguien.	expl
292	Así se lo informó directamente a los vecinos a comienzos de diciembre.	iobj
293	Otro claro ejemplo de que la vestimenta clásica masculina es la única moda intemporal se puede encontrar en quien para muchos ha sido el hombre más elegante de todos los tiempos: Cary Grant.	se-mark
294	Supo vivir en la opulencia, con una renta de 23 puntos al inicio del segundo cuarto, y sufrir cuando el Pamesa apretó los dientes al final y se situó a cinco puntos a falta de un minuto.	expl
295	Al final, después de casi dos horas de lucha, sus mejores golpes terminaron imponiéndose.	expl
296	A la vez se cuece a parte el arroz en un poco de agua de cocción (con esto evitamos que si sobra sopa nos encontremos arroz pasado).	se-mark
297	"Las señoritas no suelen llevar dirección	 esta modalidad es más personal, y suele utilizarse para regalos, para recados o incluso para un pésame."	se-mark
